org,dest,km_linear,km_rota
1100015,2609204,2908.416684851757,4211.0
1100015,2609808,2503.151218813708,3863.0
1100015,2609907,2444.26460331333,3930.0
1100015,2610806,2786.454914779908,4176.0
1100015,2611002,2627.4926105426885,3938.0
1100015,2611309,2963.6974374020024,4301.0
1100015,2611903,2972.8840671201538,4249.0
1100015,2612703,2916.857581096397,4325.0
1100015,2613008,2842.1061962161457,4159.0
1100015,2613107,2881.66622418159,4183.0
1100015,2613206,2841.3297164559426,4120.0
1100015,2614709,2864.096132317711,4200.0
1100015,2615201,2533.514211482713,3939.0
1100015,2700102,2666.5704730813995,3914.0
1100015,2700201,2833.0857676200612,4077.734
1100015,2701308,2856.5604932134306,4098.069
1100015,2701407,2838.1423332421127,4044.225
1100015,2701506,2782.665711624574,3941.0
1100015,2702306,2836.2920392426554,4048.301
1100015,2702405,2645.8324693978007,3904.0
1100015,2702553,2789.7974801536666,4037.0
1100015,2703205,2792.8880231314647,3985.116
1100015,2703502,2939.697618037837,1503.0
1100015,2703759,2855.5771687018414,4062.45
1100015,2703809,2907.7632673027933,4170.469
1100015,2704302,2901.3484042174923,4075.0
1100015,2704609,2724.753944510708,3981.0
1100015,2704807,2834.3489783228492,4025.0
1100015,2705002,2692.6875743695873,3946.0
1100015,2705309,2781.3560468258706,4055.0
1100015,2705705,2733.0165832827406,4062.0
1100015,2706208,2725.81025080775,4001.0
1100015,2706448,2920.0180574057863,4106.0
1100015,2707008,2841.000144792362,4090.845
1100015,2708402,2716.5148601998367,4072.0
1100015,2708501,2916.704021728202,4170.288
1100015,2709103,2815.6167748377097,4000.0
1100015,2800100,2761.084844252069,3964.467
1100015,2800605,2745.8027662154245,3875.42
1100015,2801009,2689.858250878392,3813.0
1100015,2801504,2749.4992317179276,3850.0
1100015,2802106,2695.3191374332,3801.25
1100015,2803005,2652.0736328188505,3740.0
1100015,2803302,2758.48644325426,3858.0
1100015,2805109,2666.1300749864995,3747.0
1100015,2805703,2772.7714125586576,3949.915
1100015,2806107,2740.277347494622,3840.0
1100015,2806909,2762.5631700623303,3888.0
1100015,2807501,2640.2196680197026,3716.0
1100015,2900603,2420.255566676378,3486.0
1100015,2902005,2249.4399915535337,3123.0
1100015,2902609,2388.4533163937595,3410.0
1100015,2902807,2277.101248176928,3211.0
1100015,2904704,2484.972568271275,3497.788
1100015,2904803,2383.5550416839296,3358.0
1100015,2904852,2497.7053904453933,3520.0
1100015,2904902,2521.435247145345,3514.0
1100015,2905107,2383.6905351753144,3488.0
1100015,2905156,2307.5384266195306,3188.0
1100015,2906501,2567.111926979775,3581.0
1100015,2907103,1994.3240543281493,2797.0
1100015,2907707,2545.6900612976087,3901.0
1100015,2908507,2539.2304164009697,3537.0
1100015,2908903,2536.4913711370164,3540.0
1100015,2909000,2202.3323078263875,3197.0
1100015,2909802,2500.2522710654466,3493.0
1100015,2910503,2624.166096477984,3634.0
1100015,2910602,2632.4445434844865,3659.0
1100015,2910701,2538.258127912452,3718.0
1100015,2911253,2434.8307886878533,3512.0
1100015,2911808,2440.740282827845,3731.0
1100015,2913101,2202.737675842027,3269.0
1100015,2913804,2479.349221945475,3488.0
1100015,2914208,2399.2630254273927,3359.0
1100015,2914307,2296.6905256707632,3273.0
1100015,2914703,2379.393853508343,3369.0
1100015,2915205,2420.511908033073,3457.0
1100015,2915304,2449.6213848546063,3481.0
1100015,2915908,2620.2055912492833,3635.0
1100015,2916906,2384.9764400956815,3312.0
1100015,2918506,2200.907014229259,3303.0
1100015,2919108,2529.2241434380226,3578.0
1100015,2919207,2585.5408067017715,3619.0
1100015,2919306,2260.8848123329285,3250.0
1100015,2919405,2143.8539421322193,3152.0
1100015,2919702,2361.9373226481484,3319.0
1100015,2920700,2504.8578712790595,3590.0
1100015,2921203,2349.4038496271287,3460.616
1100015,2921302,2428.377484804892,3386.0
1100015,2922201,2502.1798957467763,3492.0
1100015,2923209,2096.7426004472286,3074.0
1100015,2923605,2166.9229947694907,3024.0
1100015,2923803,2650.3798001917507,3817.0
1100015,2923902,2452.4459793926762,3485.419
1100015,2925931,2399.3944193196025,3502.0
1100015,2926004,2199.5433663153726,3460.0
1100015,2926509,2591.2277171815967,3688.0
1100015,2929354,2482.027955156405,3513.81
1100015,2929404,2462.5622066895226,3452.0
1100015,2930774,2346.8101057474964,3761.0
1100015,2931350,2464.5510980248337,3571.0
1100015,2931608,2460.9710103277876,3529.808
1100015,2932457,2280.375406480403,3499.0
1100015,2932507,2514.001426449047,3569.231
1100015,2933307,2311.4732873270077,3290.0
1100015,2933505,2446.527491885668,3517.408
1100015,2933604,2109.7047004531996,3206.0
1100015,3100302,2277.2740526168404,3072.0
1100015,3100500,2234.8367004466236,3131.0
1100015,3102001,1968.525172693923,2562.0
1100015,3102100,2211.2439809516486,2808.0
1100015,3102704,2266.214312801483,3148.0
1100015,3103405,2221.0842519432135,3149.0
1100015,3103900,1995.483485624001,2509.0
1100015,3104106,1901.7219334346794,2503.0
1100015,3104502,1786.5833979591469,2427.0
1100015,3104700,2335.566123404298,3358.0
1100015,3105004,2100.974495010076,2837.0
1100015,3107208,2170.869769617595,2855.0
1100015,3107604,1921.8629361925593,2501.0
1100015,3107703,2156.3955023085514,2923.0
1100015,3107802,2268.884680320774,3122.0
1100015,3108206,1802.0669747655784,2477.0
1100015,3108701,2224.7322117132267,2811.0
1100015,3109006,2112.9954710115812,2633.0
1100015,3109253,2259.6645169271196,3107.0
1100015,3109451,1664.817574602806,2291.0
1100015,3109600,2053.3830155598635,2801.0
1100015,3109907,2053.0266289943793,2760.0
1100015,3110004,2144.4922881296056,2906.0
1100015,3111507,1887.7979637495134,2371.0
1100015,3112000,2031.8085598232428,2564.0
1100015,3112208,2190.0812220401112,2774.0
1100015,3112505,2082.1083400614925,2811.0
1100015,3112604,1519.974364413718,1983.0
1100015,3113305,2328.1589057432,3192.0
1100015,3113909,2071.622600308912,2667.0
1100015,3114303,1857.113278244685,2370.0
1100015,3114402,1955.1556684165835,2527.0
1100015,3116803,2168.2641754116044,3020.0
1100015,3117009,2236.368547018701,3245.0
1100015,3117207,2079.549858680358,2755.0
1100015,3117405,2341.0379012519043,3246.0
1100015,3117702,2101.3853350987893,2767.0
1100015,3117836,1940.8762870484181,2697.0
1100015,3117876,2101.165665717216,2830.0
1100015,3118007,2152.176339271334,2707.0
1100015,3118700,2033.005047533348,2614.0
1100015,3118809,1974.777472847224,2773.0
1100015,3119203,2245.5676816985215,3066.0
1100015,3119708,2139.5604932174037,2789.0
1100015,3120607,2098.546429870112,2689.0
1100015,3121258,1753.2548112712027,2241.0
1100015,3121308,2275.411142154419,2921.0
1100015,3121407,2115.40301868867,2742.0
1100015,3121605,2092.064177302552,2846.0
1100015,3121902,2251.423430046266,2852.0
1100015,3122108,2323.096263401264,3238.0
1100015,3122207,2213.892444457483,2990.0
1100015,3122454,2305.6748632162626,3214.0
1100015,3122470,1780.296702862302,2438.0
1100015,3122603,2147.1402661709503,2987.0
1100015,3123528,2337.5364213237276,3165.0
1100015,3123908,2141.14098018764,2746.0
1100015,3124005,2287.6029382379766,2880.0
1100015,3124906,2327.723936984388,3034.0
1100015,3125408,2125.038685947175,2921.0
1100015,3126109,1993.174713572165,2517.0
1100015,3126307,1895.7681590156844,2458.0
1100015,3126901,2278.0483917221904,3203.0
1100015,3127008,1641.6105084620945,2201.0
1100015,3127107,1643.4860577832223,2164.0
1100015,3127388,2257.8223892321157,2905.0
1100015,3127909,1689.9229771907862,2235.0
1100015,3128204,2228.8808114303097,2844.0
1100015,3128402,2264.0503723645224,2899.0
1100015,3128600,1724.2635759049472,2432.0
1100015,3128709,1919.5663815016783,2534.0
1100015,3129004,2282.6702176869535,2937.0
1100015,3129202,2066.174043386194,2727.0
1100015,3129608,1927.4805695910334,2725.0
1100015,3130101,2088.6121666425706,2621.0
1100015,3130200,2040.7049797206478,2552.0
1100015,3131208,2333.0145275988107,3226.0
1100015,3131901,2144.03035096278,2683.0
1100015,3132305,2270.151160667788,3211.0
1100015,3132404,2097.019685841982,2741.0
1100015,3132701,2273.4038810104544,3272.0
1100015,3133105,2136.1573169164317,2799.0
1100015,3133204,2305.115912161956,3168.0
1100015,3133758,1886.4086629569151,2438.0
1100015,3134004,2232.0975387300937,3195.0
1100015,3134707,2386.413051539451,3388.0
1100015,3134806,1901.8279945603422,2474.0
1100015,3134905,1981.5860322068008,2631.0
1100015,3135050,1993.6792528260783,2817.0
1100015,3135407,2136.83405243757,2739.0
1100015,3135605,1985.0180019335255,2724.0
1100015,3135902,2085.634957828809,2759.0
1100015,3136207,2188.667031754354,2967.0
1100015,3136504,2393.2152686211302,3367.0
1100015,3137502,1844.2933000161918,2334.0
1100015,3138104,1969.5979668466846,2729.0
1100015,3138500,2176.2281454956415,2879.0
1100015,3138658,1962.7488401379644,2723.0
1100015,3138682,1935.670867716646,2640.0
1100015,3138708,2096.2036621059965,2722.0
1100015,3139300,1967.481606742342,2797.0
1100015,3139805,2288.9555359240703,2946.0
1100015,3139904,2100.2887396630517,2765.0
1100015,3140100,2253.5796708985004,3218.0
1100015,3140159,2099.1619159049114,2616.0
1100015,3140704,2070.9212143139152,2583.0
1100015,3141108,2092.251712820261,2816.0
1100015,3142700,1926.7933883785174,2718.0
1100015,3143302,2010.8281588452426,2819.0
1100015,3143609,2001.887771692873,2729.0
1100015,3143906,2310.3343784594363,3008.0
1100015,3144201,2240.9505821180546,3070.0
1100015,3144706,2202.349494969201,2992.0
1100015,3145109,1935.062658068536,2520.0
1100015,3145208,2018.37334363249,2514.0
1100015,3145307,2240.3512289485543,3181.0
1100015,3145505,2091.672062898584,2769.0
1100015,3146602,2225.3442935575295,2845.0
1100015,3147006,1736.0374180337703,2355.0
1100015,3147204,2025.2219441097918,2658.0
1100015,3147501,2175.444029055767,3012.0
1100015,3147907,1898.5525719025147,2455.0
1100015,3148202,2334.990214477401,3032.0
1100015,3148756,2298.318544684898,3119.0
1100015,3149150,1953.5045706082615,2671.0
1100015,3149408,2213.7118467814294,2873.0
1100015,3150539,2261.750046525502,3113.0
1100015,3151206,1929.7718931960296,2657.0
1100015,3151305,2262.9939794112374,2887.0
1100015,3151404,2011.1097959081048,2550.0
1100015,3152131,1899.7867103236626,2762.0
1100015,3152501,2041.9468049613392,2713.0
1100015,3153004,1874.7517948031855,2355.0
1100015,3153103,2224.8176473174976,2814.0
1100015,3153905,2132.829553029137,2663.0
1100015,3154101,2330.5032003586157,2979.0
1100015,3154150,2325.4631797470242,3139.0
1100015,3155108,2372.141271997252,3377.0
1100015,3155900,2219.1741949288216,2948.0
1100015,3156205,2278.296280592839,2939.0
1100015,3156502,2190.5424511149918,3067.0
1100015,3157278,2235.0500174073895,2971.0
1100015,3157302,2213.1945799315563,2820.0
1100015,3157906,2300.716213312274,3110.0
1100015,3158904,2325.0334640501283,3165.0
1100015,3159357,2294.374565895052,3170.0
1100015,3160009,2303.221826742057,2964.0
1100015,3160108,2262.810444493353,3064.0
1100015,3160306,2398.8656298189826,3444.0
1100015,3160405,2000.7495803481531,2522.0
1100015,3160702,2220.246997639402,2837.0
1100015,3161304,1564.3257437426046,2018.0
1100015,3161601,2246.5614852751532,3047.0
1100015,3161700,1895.8520472679288,2410.0
1100015,3162252,1986.5817902465378,2750.0
1100015,3162302,2024.7262963036492,2691.0
1100015,3162450,1972.7139408355624,2774.0
1100015,3162500,2136.202460060287,2772.0
1100015,3162559,2312.6724084921934,3130.0
1100015,3162708,2203.1737017070723,3154.0
1100015,3162906,2279.360227631409,2937.0
1100015,3162955,2103.014941805718,2837.0
1100015,3163003,2243.0413757186,3252.0
1100015,3163409,2239.0314859935957,3032.0
1100015,3163805,2267.7638793712467,2872.0
1100015,3164704,1874.4605167944105,2439.0
1100015,3165305,2147.1677824297526,2863.0
1100015,3165800,2014.8210982985997,2651.0
1100015,3166303,2281.849863482549,3097.0
1100015,3166600,1917.3299860889954,2434.0
1100015,3166709,2425.08792354654,3470.0
1100015,3166808,1818.693632506168,2295.0
1100015,3167301,2240.501973398545,2867.0
1100015,3167400,2038.2446409168422,2697.0
1100015,3167509,2267.692885004327,2912.0
1100015,3167806,2111.539272434914,2793.0
1100015,3168101,1840.2039376106043,2334.0
1100015,3168309,2128.848226305462,2890.0
1100015,3168408,2298.10885704169,3146.0
1100015,3169307,2066.519989727662,2727.0
1100015,3169703,2157.219649895631,3039.0
1100015,3170305,2376.824827539136,3480.0
1100015,3170404,1719.7445757851,2338.0
1100015,3170602,1907.0816072316923,2422.0
1100015,3170750,1857.53528403211,2379.0
1100015,3170800,1948.034141437473,2692.0
1100015,3171071,2165.685836251245,3043.0
1100015,3171105,1686.8125965996826,2250.0
1100015,3171303,2257.71515082875,2848.0
1100015,3171907,2232.433238627996,3048.0
1100015,3201159,2387.4412588621785,3242.0
1100015,3201506,2428.0041949402375,3386.0
1100015,3202256,2436.3956371523855,3423.0
1100015,3202306,2366.4745175234557,3242.0
1100015,3202504,2467.4391379971457,3449.0
1100015,3202603,2453.1248034490695,3344.0
1100015,3203205,2487.9902624259967,3456.0
1100015,3203353,2434.7287847068364,3408.0
1100015,3203601,2402.9043852655936,3444.0
1100015,3204005,2400.3981494213376,3359.0
1100015,3204252,2407.2942279201843,3440.0
1100015,3204500,2465.247963232992,3375.0
1100015,3204807,2383.2928991761064,3272.0
1100015,3205200,2489.4131193619287,3373.0
1100015,3300407,2212.460995748486,2845.0
1100015,3300605,2384.785390910678,3102.0
1100015,3300951,2272.542795073289,2980.0
1100015,3301504,2358.33818788467,3127.0
